,LoF_T,LoF_UT,LoF_OR,LoF_P_value,Missense_T,Missense_UT,Missense_OR,Missense_P_value,LoF.Missense_T,LoF.Missense_UT,LoF.Missense_OR,LoF.Missense_P_value
RAB11FIP3,0,0,0,1,10,9,1.111105227,0.5,10,9,1.111105227,0.5
GLIS2,0,0,0,1,0,0,0,1,0,0,0,1
PAM16,0,0,0,1,0,0,0,1,0,0,0,1
CORO7,19,18,1.055574655,0.5,0,0,0,1,19,18,1.055574655,0.5
VASN,0,0,0,1,0,0,0,1,0,0,0,1
DNAJA3,0,0,0,1,0,0,0,1,0,0,0,1
NMRAL1,4,3,1.333315843,0.5,0,0,0,1,4,3,1.333315843,0.5
HMOX2,0,0,0,1,0,0,0,1,0,0,0,1
CDIP1,0,0,0,1,0,0,0,1,0,0,0,1
C16orf96,8,3,2.666730614,0.11328125,0,0,0,1,8,3,2.666730614,0.11328125
UBALD1,0,0,0,1,0,0,0,1,0,0,0,1
MGRN1,4,5,0.800007768,0.74609375,0,0,0,1,4,5,0.800007768,0.74609375
SHCBP1,3,4,0.750009838,0.7734375,0,0,0,1,3,4,0.750009838,0.7734375
VPS35,3,6,0.500014256,0.91015625,0,0,0,1,3,6,0.500014256,0.91015625
ORC6,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
MYLK3,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
C16orf87,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
GPT2,0,0,0,1,6,5,1.199990875,0.5,6,5,1.199990875,0.5
NUDT16L1,3,1,3.000079991,0.3125,0,0,0,1,3,1,3.000079991,0.3125
DNAJA2,0,0,0,1,0,0,0,1,0,0,0,1
ANKS3,0,0,0,1,0,0,0,1,0,0,0,1
NETO2,0,0,0,1,0,0,0,1,0,0,0,1
ITFG1,0,0,0,1,0,0,0,1,0,0,0,1
C16orf71,1,5,0.200016783,0.984375,0,0,0,1,1,5,0.200016783,0.984375
POLR3K,0,0,0,1,0,0,0,1,0,0,0,1
PHKB,10,7,1.428547644,0.314529419,0,0,0,1,10,7,1.428547644,0.314529419
ZNF500,0,0,0,1,0,0,0,1,0,0,0,1
12-Sep,8,5,1.599965251,0.290527344,0,0,0,1,8,5,1.599965251,0.290527344
SMIM22,5,11,0.454559327,0.961593628,0,0,0,1,5,11,0.454559327,0.961593628
ROGDI,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
GLYR1,0,0,0,1,0,0,0,1,0,0,0,1
ABCC12,44,39,1.128199888,0.330441824,0,0,0,1,44,39,1.128199888,0.330441824
ABCC11,11,10,1.099983702,0.5,0,0,0,1,11,10,1.099983702,0.5
LONP2,29,33,0.878792304,0.73711332,3,1,3.000079991,0.3125,32,34,0.941155178,0.643884559
SIAH1,0,0,0,1,2,1,1.999942981,0.5,2,1,1.999942981,0.5
UBN1,0,0,0,1,0,0,0,1,0,0,0,1
N4BP1,0,0,0,1,0,0,0,1,0,0,0,1
PPL,3,11,0.272761076,0.993530273,0,0,0,1,3,11,0.272761076,0.993530273
CBLN1,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
C16orf78,0,0,0,1,0,0,0,1,0,0,0,1
ZNF423,0,0,0,1,6,5,1.199990875,0.5,6,5,1.199990875,0.5
SEC14L5,12,5,2.40007043,0.071731567,0,0,0,1,12,5,2.40007043,0.071731567
CNEP1R1,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
HEATR3,0,0,0,1,0,0,0,1,0,0,0,1
NAGPA,2,5,0.399989311,0.9375,3,3,1,0.65625,5,8,0.625013574,0.866577148
ADCY7,12,11,1.09088487,0.5,0,0,0,1,12,11,1.09088487,0.5
BRD7,0,0,0,1,0,0,0,1,0,0,0,1
C16orf89,3,1,3.000079991,0.3125,0,0,0,1,3,1,3.000079991,0.3125
NKD1,0,0,0,1,0,0,0,1,0,0,0,1
SNX20,3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
NOD2,4,9,0.444428746,0.953857422,0,0,0,1,4,9,0.444428746,0.953857422
ALG1,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
CYLD,0,0,0,1,2,1,1.999942981,0.5,2,1,1.999942981,0.5
SALL1,0,0,0,1,0,0,0,1,0,0,0,1
TOX3,0,0,0,1,0,0,0,1,0,0,0,1
CHD9,0,0,0,1,0,0,0,1,0,0,0,1
RBL2,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
AKTIP,0,0,0,1,0,0,0,1,0,0,0,1
RPGRIP1L,2,5,0.399989311,0.9375,0,0,0,1,2,5,0.399989311,0.9375
FTO,0,0,0,1,0,0,0,1,0,0,0,1
IRX5,0,0,0,1,0,0,0,1,0,0,0,1
CAPN15,0,0,0,1,0,0,0,1,0,0,0,1
IRX6,2,6,0.333324491,0.96484375,0,0,0,1,2,6,0.333324491,0.96484375
SNRNP25,2,5,0.399989311,0.9375,0,0,0,1,2,5,0.399989311,0.9375
MMP2,0,0,0,1,0,0,0,1,0,0,0,1
LPCAT2,1,2,0.500014255,0.875,5,5,1,0.623046875,6,7,0.857148182,0.709472656
CAPNS2,3,7,0.428557766,0.9453125,0,0,0,1,3,7,0.428557766,0.9453125
SLC6A2,0,1,0,1,2,3,0.666679308,0.8125,2,4,0.500014255,0.890625
CES1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
CES5A,32,38,0.842111222,0.798518462,0,0,0,1,32,38,0.842111222,0.798518462
GNAO1,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
AMFR,0,1,0,1,0,0,0,1,0,1,0,1
NUDT21,0,0,0,1,0,0,0,1,0,0,0,1
OGFOD1,3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
BBS2,15,9,1.666627889,0.153728127,0,0,0,1,15,9,1.666627889,0.153728127
MT4,1,1,1,0.75,0,0,0,1,1,1,1,0.75
MT3,0,0,0,1,0,0,0,1,0,0,0,1
MT2A,0,0,0,1,0,0,0,1,0,0,0,1
MT1E,0,0,0,1,0,0,0,1,0,0,0,1
MT1M,0,0,0,1,0,0,0,1,0,0,0,1
MT1A,0,1,0,1,0,0,0,1,0,1,0,1
MT1B,0,0,0,1,0,0,0,1,0,0,0,1
MT1F,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
MT1G,0,0,0,1,0,0,0,1,0,0,0,1
MT1H,3,4,0.750009838,0.7734375,0,0,0,1,3,4,0.750009838,0.7734375
MT1X,25,19,1.315773128,0.225690416,0,0,0,1,25,19,1.315773128,0.225690416
NUP93,1,1,1,0.75,0,0,0,1,1,1,1,0.75
SLC12A3,25,17,1.470561685,0.139978119,0,0,0,1,25,17,1.470561685,0.139978119
HERPUD1,0,0,0,1,0,0,0,1,0,0,0,1
CETP,2,4,0.500014255,0.890625,0,0,0,1,2,4,0.500014255,0.890625
NLRC5,0,0,0,1,0,0,0,1,0,0,0,1
CPNE2,0,0,0,1,0,0,0,1,0,0,0,1
FAM192A,0,0,0,1,0,0,0,1,0,0,0,1
RSPRY1,0,0,0,1,3,0,Inf,0.125,3,0,Inf,0.125
ARL2BP,0,0,0,1,0,0,0,1,0,0,0,1
PLLP,0,1,0,1,0,0,0,1,0,1,0,1
CCL22,0,0,0,1,0,0,0,1,0,0,0,1
CX3CL1,0,0,0,1,0,0,0,1,0,0,0,1
PIGQ,0,0,0,1,0,0,0,1,0,0,0,1
CCL17,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
CIAPIN1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
COQ9,0,0,0,1,0,0,0,1,0,0,0,1
POLR2C,0,0,0,1,0,0,0,1,0,0,0,1
DOK4,0,1,0,1,0,0,0,1,0,1,0,1
CCDC102A,0,0,0,1,0,1,0,1,0,1,0,1
KATNB1,0,0,0,1,1,1,1,0.75,1,1,1,0.75
KIFC3,0,1,0,1,0,0,0,1,0,1,0,1
CNGB1,10,5,1.999942976,0.150878906,0,0,0,1,10,5,1.999942976,0.150878906
TEPP,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
ZNF319,0,0,0,1,5,8,0.625013574,0.866577148,5,8,0.625013574,0.866577148
USB1,1,1,1,0.75,0,0,0,1,1,1,1,0.75
MMP15,1,0,Inf,0.5,1,4,0.250027597,0.96875,2,4,0.500014255,0.890625
CSNK2A2,0,0,0,1,19,13,1.461512506,0.188542794,19,13,1.461512506,0.188542794
CCDC113,19,29,0.655185356,0.944298554,0,0,0,1,19,29,0.655185356,0.944298554
PRSS54,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
RHBDF1,2,1,1.999942981,0.5,5,7,0.714296886,0.806152344,7,8,0.875004583,0.696380615
GINS3,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
NDRG4,0,0,0,1,0,0,0,1,0,0,0,1
SETD6,3,4,0.750009838,0.7734375,0,0,0,1,3,4,0.750009838,0.7734375
CNOT1,0,0,0,1,5,6,0.83333967,0.725585938,5,6,0.83333967,0.725585938
SLC38A7,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
GOT2,0,0,0,1,0,0,0,1,0,0,0,1
RAB40C,0,0,0,1,5,3,1.666627899,0.36328125,5,3,1.666627899,0.36328125
CDH8,0,0,0,1,0,0,0,1,0,0,0,1
WFIKKN1,0,0,0,1,0,0,0,1,0,0,0,1
CDH11,0,0,0,1,0,0,0,1,0,0,0,1
WDR90,28,28,1,0.553073453,0,0,0,1,28,28,1,0.553073453
CDH5,0,0,0,1,0,0,0,1,0,0,0,1
BEAN1,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
TK2,0,1,0,1,0,0,0,1,0,1,0,1
CKLF,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
CMTM1,0,0,0,1,0,0,0,1,0,0,0,1
CMTM2,3,4,0.750009838,0.7734375,0,0,0,1,3,4,0.750009838,0.7734375
CMTM3,0,0,0,1,0,0,0,1,0,0,0,1
CMTM4,4,2,1.99994298,0.34375,0,0,0,1,4,2,1.99994298,0.34375
DYNC1LI2,0,0,0,1,0,0,0,1,0,0,0,1
NAE1,0,0,0,1,0,0,0,1,0,0,0,1
RHOT2,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
CA7,0,1,0,1,0,5,0,1,0,6,0,1
PDP2,0,0,0,1,0,0,0,1,0,0,0,1
CDH16,0,0,0,1,0,0,0,1,0,0,0,1
RRAD,0,0,0,1,0,0,0,1,0,0,0,1
CES2,6,12,0.500014257,0.951873779,0,0,0,1,6,12,0.500014257,0.951873779
CES3,3,5,0.600013957,0.85546875,0,0,0,1,3,5,0.600013957,0.85546875
CES4A,0,1,0,1,1,2,0.500014255,0.875,1,3,0.333324446,0.9375
CBFB,0,0,0,1,0,0,0,1,0,0,0,1
C16orf70,0,0,0,1,0,0,0,1,0,0,0,1
B3GNT9,0,0,0,1,8,7,1.142851156,0.5,8,7,1.142851156,0.5
TRADD,0,0,0,1,0,0,0,1,0,0,0,1
FBXL8,0,0,0,1,0,0,0,1,0,0,0,1
HSF4,4,6,0.666679309,0.828125,0,0,0,1,4,6,0.666679309,0.828125
NOL3,23,18,1.277763889,0.266354628,0,0,0,1,23,18,1.277763889,0.266354628
KIAA0895L,0,0,0,1,19,13,1.461512506,0.188542794,19,13,1.461512506,0.188542794
EXOC3L1,3,0,Inf,0.125,1,4,0.250027597,0.96875,4,4,1,0.63671875
E2F4,0,0,0,1,0,0,0,1,0,0,0,1
ELMO3,26,21,1.238083837,0.280032315,0,0,0,1,26,21,1.238083837,0.280032315
LRRC29,0,0,0,1,0,0,0,1,0,0,0,1
TMEM208,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
FHOD1,10,10,1,0.588098526,0,2,0,1,10,12,0.83333967,0.738266468
SLC9A5,2,0,Inf,0.25,1,1,1,0.75,3,1,3.000079991,0.3125
PLEKHG4,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
KCTD19,15,12,1.249987863,0.350554019,0,0,0,1,15,12,1.249987863,0.350554019
LRRC36,13,8,1.624963721,0.191655159,0,0,0,1,13,8,1.624963721,0.191655159
TPPP3,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
ZDHHC1,0,0,0,1,0,0,0,1,0,0,0,1
HSD11B2,0,0,0,1,0,0,0,1,0,0,0,1
ATP6V0D1,0,0,0,1,5,1,4.999580449,0.109375,5,1,4.999580449,0.109375
AGRP,0,0,0,1,0,0,0,1,0,0,0,1
CTCF,0,0,0,1,0,0,0,1,0,0,0,1
RHBDL1,0,0,0,1,6,4,1.499971555,0.376953125,6,4,1.499971555,0.376953125
ACD,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
PARD6A,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
ENKD1,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
C16orf86,0,0,0,1,0,0,0,1,0,0,0,1
GFOD2,0,0,0,1,0,0,0,1,0,0,0,1
RANBP10,1,1,1,0.75,0,0,0,1,1,1,1,0.75
TSNAXIP1,2,5,0.399989311,0.9375,0,0,0,1,2,5,0.399989311,0.9375
CENPT,0,0,0,1,0,0,0,1,0,0,0,1
THAP11,0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
NUTF2,0,0,0,1,0,0,0,1,0,0,0,1
EDC4,1,0,Inf,0.5,2,1,1.999942981,0.5,3,1,3.000079991,0.3125
NRN1L,0,1,0,1,0,0,0,1,0,1,0,1
PSKH1,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
CTRL,0,2,0,1,0,0,0,1,0,2,0,1
PSMB10,0,0,0,1,0,0,0,1,0,0,0,1
LCAT,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
SLC12A4,2,1,1.999942981,0.5,1,0,Inf,0.5,3,1,3.000079991,0.3125
DPEP3,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
DPEP2,5,3,1.666627899,0.36328125,0,0,0,1,5,3,1.666627899,0.36328125
DDX28,3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
DUS2,3,5,0.600013957,0.85546875,0,0,0,1,3,5,0.600013957,0.85546875
STUB1,1,1,1,0.75,0,0,0,1,1,1,1,0.75
NFATC3,0,0,0,1,0,0,0,1,0,0,0,1
ESRP2,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
PLA2G15,0,0,0,1,0,0,0,1,0,0,0,1
SLC7A6,4,7,0.571442807,0.88671875,0,0,0,1,4,7,0.571442807,0.88671875
JMJD8,7,6,1.166659418,0.5,0,0,0,1,7,6,1.166659418,0.5
SLC7A6OS,0,0,0,1,0,0,0,1,0,0,0,1
PRMT7,4,6,0.666679309,0.828125,0,0,0,1,4,6,0.666679309,0.828125
SMPD3,0,0,0,1,0,0,0,1,0,0,0,1
WDR24,0,0,0,1,5,1,4.999580449,0.109375,5,1,4.999580449,0.109375
ZFP90,1,1,1,0.75,0,0,0,1,1,1,1,0.75
CDH3,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
CDH1,0,0,0,1,0,0,0,1,0,0,0,1
TANGO6,3,8,0.374991008,0.967285156,0,0,0,1,3,8,0.374991008,0.967285156
HAS3,0,1,0,1,8,4,1.999942977,0.193847656,8,5,1.599965251,0.290527344
CHTF8,0,0,0,1,0,0,0,1,0,0,0,1
SNTB2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
VPS4A,0,1,0,1,1,0,Inf,0.5,1,1,1,0.75
PDF,0,0,0,1,0,0,0,1,0,0,0,1
COG8,0,0,0,1,1,4,0.250027597,0.96875,1,4,0.250027597,0.96875
NIP7,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
TMED6,3,8,0.374991008,0.967285156,0,0,0,1,3,8,0.374991008,0.967285156
TERF2,0,0,0,1,0,4,0,1,0,4,0,1
CYB5B,0,1,0,1,0,0,0,1,0,1,0,1
FBXL16,0,0,0,1,1,3,0.333324446,0.9375,1,3,0.333324446,0.9375
NFAT5,2,2,1,0.6875,2,1,1.999942981,0.5,4,3,1.333315843,0.5
NQO1,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
NOB1,1,1,1,0.75,0,0,0,1,1,1,1,0.75
WWP2,0,0,0,1,0,0,0,1,0,0,0,1
CLEC18A,0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
PDPR,6,5,1.199990875,0.5,0,0,0,1,6,5,1.199990875,0.5
EXOSC6,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
AARS,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
DDX19B,0,1,0,1,2,1,1.999942981,0.5,2,2,1,0.6875
DDX19A,0,0,0,1,0,0,0,1,0,0,0,1
ST3GAL2,0,0,0,1,4,1,3.999558501,0.1875,4,1,3.999558501,0.1875
FUK,14,17,0.823536169,0.76343517,0,0,0,1,14,17,0.823536169,0.76343517
COG4,0,0,0,1,0,0,0,1,0,0,0,1
SF3B3,0,0,0,1,9,3,3.000079175,0.072998047,9,3,3.000079175,0.072998047
IL34,0,0,0,1,0,0,0,1,0,0,0,1
MTSS1L,0,0,0,1,3,0,Inf,0.125,3,0,Inf,0.125
VAC14,0,1,0,1,0,0,0,1,0,1,0,1
HYDIN,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
CMTR2,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
CALB2,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
ZNF23,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
ZNF19,0,0,0,1,0,0,0,1,0,0,0,1
CHST4,0,0,0,1,0,0,0,1,0,0,0,1
METRN,0,0,0,1,0,0,0,1,0,0,0,1
TAT,1,1,1,0.75,0,0,0,1,1,1,1,0.75
MARVELD3,2,5,0.399989311,0.9375,0,0,0,1,2,5,0.399989311,0.9375
PHLPP2,0,1,0,1,0,0,0,1,0,1,0,1
AP1G1,0,0,0,1,4,4,1,0.63671875,4,4,1,0.63671875
ZNF821,0,0,0,1,15,31,0.483885119,0.994324204,15,31,0.483885119,0.994324204
IST1,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
DHODH,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
HP,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
HPR,8,7,1.142851156,0.5,0,0,0,1,8,7,1.142851156,0.5
TXNL4B,3,4,0.750009838,0.7734375,0,0,0,1,3,4,0.750009838,0.7734375
DHX38,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
PMFBP1,23,25,0.920023202,0.667267094,0,0,0,1,23,25,0.920023202,0.667267094
FAM173A,0,0,0,1,0,0,0,1,0,0,0,1
CCDC78,13,10,1.299984684,0.338819742,0,0,0,1,13,10,1.299984684,0.338819742
ZFHX3,0,0,0,1,0,0,0,1,0,0,0,1
HAGHL,0,0,0,1,0,0,0,1,0,0,0,1
PSMD7,0,0,0,1,0,0,0,1,0,0,0,1
GLG1,0,0,0,1,0,0,0,1,0,0,0,1
RFWD3,1,1,1,0.75,0,0,0,1,1,1,1,0.75
MLKL,5,9,0.555569876,0.910217285,0,0,0,1,5,9,0.555569876,0.910217285
FA2H,0,0,0,1,7,2,3.499540442,0.08984375,7,2,3.499540442,0.08984375
WDR59,4,2,1.99994298,0.34375,1,2,0.500014255,0.875,5,4,1.249987863,0.5
ZNRF1,16,8,1.999942972,0.075794816,0,0,0,1,16,8,1.999942972,0.075794816
LDHD,6,6,1,0.612792969,0,0,0,1,6,6,1,0.612792969
RBFOX1,0,0,0,1,0,0,0,1,0,0,0,1
CTRB2,0,0,0,1,0,0,0,1,0,0,0,1
CTRB1,0,1,0,1,0,0,0,1,0,1,0,1
BCAR1,0,0,0,1,0,0,0,1,0,0,0,1
CFDP1,0,0,0,1,0,0,0,1,0,0,0,1
TMEM170A,25,22,1.136357984,0.385433497,0,0,0,1,25,22,1.136357984,0.385433497
CHST6,0,0,0,1,0,0,0,1,0,0,0,1
CHST5,0,0,0,1,0,0,0,1,0,0,0,1
TMEM231,1,0,Inf,0.5,1,0,Inf,0.5,2,0,Inf,0.25
GABARAPL2,6,8,0.750009839,0.788024902,0,0,0,1,6,8,0.750009839,0.788024902
ADAT1,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
KARS,0,1,0,1,0,0,0,1,0,1,0,1
TERF2IP,1,0,Inf,0.5,2,0,Inf,0.25,3,0,Inf,0.125
MSLN,5,11,0.454559327,0.961593628,0,0,0,1,5,11,0.454559327,0.961593628
CNTNAP4,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
MSLNL,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
MON1B,0,0,0,1,0,0,0,1,0,0,0,1
SYCE1L,2,6,0.333324491,0.96484375,0,0,0,1,2,6,0.333324491,0.96484375
ADAMTS18,13,12,1.08330296,0.5,0,0,0,1,13,12,1.08330296,0.5
NUDT7,10,6,1.666627894,0.227249146,0,0,0,1,10,6,1.666627894,0.227249146
VAT1L,3,6,0.500014256,0.91015625,0,0,0,1,3,6,0.500014256,0.91015625
CLEC3A,0,0,0,1,0,0,0,1,0,0,0,1
WWOX,1,4,0.250027597,0.96875,0,0,0,1,1,4,0.250027597,0.96875
RPUSD1,9,8,1.124994911,0.5,0,0,0,1,9,8,1.124994911,0.5
CHTF18,6,2,3.000079583,0.14453125,0,0,0,1,6,2,3.000079583,0.14453125
MPG,11,8,1.374979758,0.323802948,0,0,0,1,11,8,1.374979758,0.323802948
GNG13,4,5,0.800007768,0.74609375,0,0,0,1,4,5,0.800007768,0.74609375
DYNLRB2,0,0,0,1,0,0,0,1,0,0,0,1
CDYL2,0,0,0,1,0,0,0,1,0,0,0,1
CMC2,0,0,0,1,0,0,0,1,0,0,0,1
CENPN,0,0,0,1,0,0,0,1,0,0,0,1
ATMIN,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
C16orf46,0,1,0,1,0,0,0,1,0,1,0,1
GCSH,0,0,0,1,0,0,0,1,0,0,0,1
PKD1L2,19,19,1,0.56429266,0,0,0,1,19,19,1,0.56429266
GAN,0,0,0,1,0,0,0,1,0,0,0,1
CMIP,0,0,0,1,0,0,0,1,0,0,0,1
PLCG2,0,3,0,1,3,2,1.499971557,0.5,3,5,0.600013957,0.85546875
SDR42E1,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
HSD17B2,16,22,0.727283436,0.87206246,0,0,0,1,16,22,0.727283436,0.87206246
MPHOSPH6,7,1,6.999549486,0.03515625,0,0,0,1,7,1,6.999549486,0.03515625
CDH13,0,1,0,1,0,0,0,1,0,1,0,1
HSBP1,0,0,0,1,0,0,0,1,0,0,0,1
MLYCD,2,3,0.666679308,0.8125,1,2,0.500014255,0.875,3,5,0.600013957,0.85546875
OSGIN1,0,0,0,1,0,0,0,1,0,0,0,1
NECAB2,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
SLC38A8,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
MBTPS1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
HSDL1,0,1,0,1,0,0,0,1,0,1,0,1
DNAAF1,19,19,1,0.56429266,0,0,0,1,19,19,1,0.56429266
TAF1C,0,4,0,1,0,0,0,1,0,4,0,1
ADAD2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
KCNG4,3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
WFDC1,0,1,0,1,0,0,0,1,0,1,0,1
ATP2C2,20,23,0.869570023,0.728807994,0,0,0,1,20,23,0.869570023,0.728807994
COTL1,0,0,0,1,0,0,0,1,0,0,0,1
KLHL36,0,0,0,1,0,0,0,1,0,0,0,1
USP10,0,0,0,1,0,0,0,1,0,0,0,1
CRISPLD2,0,1,0,1,0,0,0,1,0,1,0,1
ZDHHC7,0,0,0,1,0,0,0,1,0,0,0,1
KIAA0513,0,1,0,1,0,0,0,1,0,1,0,1
FAM92B,9,7,1.285699891,0.401809692,0,0,0,1,9,7,1.285699891,0.401809692
LMF1,10,5,1.999942976,0.150878906,0,0,0,1,10,5,1.999942976,0.150878906
GSE1,4,6,0.666679309,0.828125,0,0,0,1,4,6,0.666679309,0.828125
GINS2,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
C16orf74,0,0,0,1,0,0,0,1,0,0,0,1
EMC8,0,0,0,1,0,0,0,1,0,0,0,1
COX4I1,0,0,0,1,0,0,0,1,0,0,0,1
IRF8,0,0,0,1,0,0,0,1,0,0,0,1
METTL22,13,16,0.812507232,0.77087084,0,0,0,1,13,16,0.812507232,0.77087084
MTHFSD,11,10,1.099983702,0.5,0,0,0,1,11,10,1.099983702,0.5
FOXL1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
C16orf95,0,0,0,1,0,0,0,1,0,0,0,1
FBXO31,0,0,0,1,2,3,0.666679308,0.8125,2,3,0.666679308,0.8125
ABAT,0,0,0,1,0,0,0,1,0,0,0,1
MAP1LC3B,0,0,0,1,2,3,0.666679308,0.8125,2,3,0.666679308,0.8125
ZCCHC14,0,0,0,1,0,0,0,1,0,0,0,1
JPH3,0,0,0,1,1,6,0.166678457,0.9921875,1,6,0.166678457,0.9921875
KLHDC4,12,11,1.09088487,0.5,0,0,0,1,12,11,1.09088487,0.5
SLC7A5,0,0,0,1,5,0,Inf,0.03125,5,0,Inf,0.03125
CA5A,0,0,0,1,0,0,0,1,0,0,0,1
TMEM186,0,0,0,1,0,0,0,1,0,0,0,1
BANP,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
PMM2,3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
ZFPM1,2,0,Inf,0.25,16,14,1.142851158,0.427767776,18,14,1.28569989,0.298307448
ZC3H18,0,0,0,1,0,0,0,1,0,0,0,1
IL17C,0,1,0,1,0,0,0,1,0,1,0,1
CYBA,3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
MVD,4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
SNAI3,0,1,0,1,0,0,0,1,0,1,0,1
RNF166,0,0,0,1,0,0,0,1,0,0,0,1
CTU2,11,13,0.846159635,0.729371905,0,0,0,1,11,13,0.846159635,0.729371905
PIEZO1,15,18,0.833339669,0.756574879,0,0,0,1,15,18,0.833339669,0.756574879
CDT1,4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
APRT,3,1,3.000079991,0.3125,0,0,0,1,3,1,3.000079991,0.3125
GALNS,0,0,0,1,0,0,0,1,0,0,0,1
TRAPPC2L,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
PABPN1L,3,7,0.428557766,0.9453125,0,0,0,1,3,7,0.428557766,0.9453125
CBFA2T3,0,0,0,1,1,1,1,0.75,1,1,1,0.75
USP7,0,0,0,1,0,0,0,1,0,0,0,1
ACSF3,5,6,0.83333967,0.725585938,0,0,0,1,5,6,0.83333967,0.725585938
CDH15,4,2,1.99994298,0.34375,0,0,0,1,4,2,1.99994298,0.34375
ZNF778,1,4,0.250027597,0.96875,0,0,0,1,1,4,0.250027597,0.96875
ANKRD11,0,0,0,1,2,6,0.333324491,0.96484375,2,6,0.333324491,0.96484375
SPG7,15,22,0.681830405,0.906129221,0,0,0,1,15,22,0.681830405,0.906129221
RPL13,0,0,0,1,0,0,0,1,0,0,0,1
CPNE7,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
DPEP1,3,1,3.000079991,0.3125,0,0,0,1,3,1,3.000079991,0.3125
